agent_type,bar_type,seed,attendance_mean,price_mean,profit_mean,welfare_mean
bayesian,q_learning,87,4.843,2.82,8.921100000000001,39.35217747212595
bayesian,q_learning,88,4.729,3.54,9.1793,37.82933529331258
bayesian,q_learning,89,4.723,2.802,8.8971,38.2262093802886
bayesian,q_learning,90,4.656,3.244,10.613199999999999,37.20386828454086
bayesian,q_learning,91,4.635,3.082,9.0475,36.86094622334459
bayesian,q_learning,92,4.825,3.324,11.2065,38.45320565256971
bayesian,q_learning,93,4.708,2.972,8.601599999999998,38.33409838194231
bayesian,q_learning,94,4.891,2.572,8.450700000000001,40.24262192060712
bayesian,q_learning,95,4.78,2.87,8.882,39.035641316952905
bayesian,q_learning,96,4.891,2.328,7.6027000000000005,40.70443792810761
bayesian,q_learning,97,4.926,2.454,7.9022,40.9721489594065
bayesian,q_learning,98,4.793,3.12,10.5621,38.23866396368775
bayesian,q_learning,99,4.873,2.43,7.7761000000000005,40.1655214623023
