agent_type,bar_type,rounds,metric,n_seeds,mean,std,coefficient_of_variation,normal_ci_lo,normal_ci_hi,bootstrap_ci_lo,bootstrap_ci_hi,flagged_high_dispersion
no_regret,regression,100,price,100,8.832042843843405,1.5070403059943185,0.17063326487878605,8.533013351655615,9.131072336031195,8.522914850282612,9.11071886952675,False
no_regret,regression,100,profit,100,11.480175038512249,8.735508324479625,0.7609211789171192,9.746860668696575,13.213489408327922,9.88261481678742,13.267216610007251,False
no_regret,regression,100,welfare,100,10.075008402802503,10.489483409142434,1.0411389241347568,7.993667323422013,12.156349482182993,8.181410462090172,12.248643375254451,True
no_regret,regression,1000,attendance,100,0.46831999999999996,1.3096922830816544,2.7965755959208543,0.20844863705474648,0.7281913629452534,0.23451825,0.7480404999999998,True
no_regret,regression,1000,price,100,3.925472377995904,0.7635121469945352,0.19450197924570184,3.773975003515034,4.076969752476773,3.7780088372579583,4.0786674130676,False
no_regret,regression,1000,profit,100,2.0282366168446058,7.315473673539825,3.6068147142125593,0.5766879296524179,3.4797853040367936,0.73980749110889,3.6208680477131256,True
no_regret,regression,1000,welfare,100,1.9502584090937458,7.76372341742092,3.9808690895626486,0.40976724786624397,3.4907495703212477,0.589961514558064,3.601522989936733,True
q_learning,gp,10,attendance,100,1.5130000000000001,0.40741981921711795,0.2692794575129662,1.4321590688297123,1.593840931170288,1.4339999999999997,1.5939999999999999,False
q_learning,gp,10,price,100,7.796800000000001,0.7056637823619499,0.09050684670146084,7.656780996091684,7.936819003908318,7.656000000000001,7.932800000000001,False
q_learning,gp,10,profit,100,10.2217,3.5191688800142296,0.34428410929828007,9.523420545278038,10.919979454721963,9.533295,10.9116,False
q_learning,gp,10,welfare,100,6.178267555783877,3.3823506568524255,0.5474594012501106,5.507135804830273,6.84939930673748,5.52295011977981,6.857499626855834,False
q_learning,gp,100,attendance,100,1.4342,0.5575110272044361,0.38872613805915224,1.32357771691246,1.5448222830875398,1.3290975,1.54481,False
q_learning,gp,100,price,100,9.19504,0.7339442348012415,0.07981958042610379,9.049409540778827,9.340670459221174,9.050072000000002,9.335364,False
q_learning,gp,100,profit,100,10.953660000000003,2.930412727231301,0.2675281802823257,10.37220253914831,11.535117460851696,10.397508750000002,11.545450749999999,False
q_learning,gp,100,welfare,100,6.1001539955429624,4.967295074885008,0.8142901111208554,5.114534886431107,7.085773104654818,5.1592529934212985,7.099570469390866,False
q_learning,gp,1000,attendance,100,0.8885199999999999,1.0954901811379676,1.2329381231013008,0.6711509812289569,1.1058890187710428,0.6831897499999998,1.1105512499999997,True
q_learning,gp,1000,price,100,9.240272,1.3357601585719956,0.1445585323215589,8.975228205010767,9.505315794989231,8.973438,9.4963236,False
q_learning,gp,1000,profit,100,4.881828,4.699969167340947,0.9627478000742646,3.9492521506228595,5.81440384937714,3.9933397,5.835519525,False
q_learning,gp,1000,welfare,100,3.8711397035738013,8.235519429689255,2.1274146789603843,2.237033977822929,5.505245429324674,2.3244904149652434,5.542729425642832,True
q_learning,passive,10,attendance,100,1.4609999999999999,0.3404972596635454,0.23305767259654034,1.393437956540687,1.5285620434593128,1.3939999999999995,1.5289999999999995,False
q_learning,passive,10,price,100,10.0,0.0,0.0,10.0,10.0,10.0,10.0,False
q_learning,passive,10,profit,100,13.171699999999998,3.30282341873639,0.2507514913592316,12.516348178444662,13.827051821555333,12.521799999999999,13.831299999999999,False
q_learning,passive,10,welfare,100,5.550046151545265,2.5696870190106056,0.46300281994864917,5.040164497206024,6.059927805884507,5.045004957261056,6.053283429208126,False
q_learning,passive,100,attendance,100,1.1867999999999999,0.11630576212307929,0.09799946252365968,1.1637224135228208,1.209877586477179,1.1642000000000001,1.2091025,False
q_learning,passive,100,price,100,10.0,0.0,0.0,10.0,10.0,10.0,10.0,False
q_learning,passive,100,profit,100,10.511960000000002,1.1281658925938691,0.10732212571146284,10.288107411171364,10.73581258882864,10.292739999999998,10.728294250000001,False
q_learning,passive,100,welfare,100,3.8196562076300187,0.7372736076311286,0.1930209337055977,3.673365128608123,3.9659472866519145,3.6759908471391958,3.96278452688553,False
q_learning,passive,1000,attendance,100,0.40992000000000006,0.02133980962303728,0.05205847390475526,0.4056857188002343,0.41415428119976583,0.40578975,0.41406999999999994,False
q_learning,passive,1000,price,100,10.0,0.0,0.0,10.0,10.0,10.0,10.0,False
q_learning,passive,1000,profit,100,2.9762239999999998,0.20699615334346164,0.06954992411305791,2.935151472362272,3.0172965276377277,2.936160575,3.0164789999999995,False
q_learning,passive,1000,welfare,100,0.2941971431325022,0.10290306056552526,0.3497758661754889,0.27377894341807835,0.3146153428469261,0.2740795571795712,0.3141067511444428,False
q_learning,q_learning,10,attendance,100,1.8179999999999998,0.5591082365714355,0.3075402841427038,1.7070607959223367,1.928939204077663,1.7090000000000003,1.9280000000000002,False
q_learning,q_learning,10,price,100,3.8400000000000007,1.1115554667022045,0.28946756945369906,3.619443280034094,4.060556719965907,3.6279999999999997,4.058,False
q_learning,q_learning,10,profit,100,5.1426,2.3131288094027296,0.4497975361495605,4.683625060518019,5.6015749394819805,4.7060975,5.598605,False
q_learning,q_learning,10,welfare,100,8.751494143777643,4.6777132146575,0.5345045243483797,7.823334358259323,9.679653929295963,7.867650585784029,9.672599248329023,False
q_learning,q_learning,100,attendance,100,3.0289000000000006,0.6069727749207121,0.20039379805233318,2.908463433085088,3.149336566914913,2.9132975000000005,3.1478025,False
q_learning,q_learning,100,price,100,4.981,0.8678517538535406,0.17423243401998406,4.80879938385398,5.1532006161460195,4.818795000000001,5.14741,False
